energia_ativa_baixa_tensao_kwh,cpes_domestico_baixa_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_nao_domestico_baixa_tensao,cpes_outros_baixa_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao
12252934.51 - 18464831.15,40878.28 - 47539.03,466.10 - 517.50,7947.00 - 11173.19,408.61 - 485.13,29385.43 - 46318.89,12.51 - 28.31
18464831.15 - 25417395.44,40878.28 - 47539.03,466.10 - 517.50,7947.00 - 11173.19,408.61 - 485.13,29385.43 - 46318.89,12.51 - 28.31
12252934.51 - 18464831.15,40878.28 - 47539.03,466.10 - 517.50,7947.00 - 11173.19,408.61 - 485.13,29385.43 - 46318.89,12.51 - 28.31
12252934.51 - 18464831.15,40878.28 - 47539.03,466.10 - 517.50,7947.00 - 11173.19,408.61 - 485.13,29385.43 - 46318.89,12.51 - 28.31
12252934.51 - 18464831.15,40878.28 - 47539.03,466.10 - 517.50,7947.00 - 11173.19,408.61 - 485.13,29385.43 - 46318.89,12.51 - 28.31
12252934.51 - 18464831.15,40878.28 - 47539.03,466.10 - 517.50,7947.00 - 11173.19,408.61 - 485.13,46318.89 - 66111.12,12.51 - 28.31
12252934.51 - 18464831.15,40878.28 - 47539.03,466.10 - 517.50,7947.00 - 11173.19,408.61 - 485.13,46318.89 - 66111.12,28.31 - 47.28
12252934.51 - 18464831.15,40878.28 - 47539.03,466.10 - 517.50,7947.00 - 11173.19,485.13 - 553.33,46318.89 - 66111.12,28.31 - 47.28
12252934.51 - 18464831.15,40878.28 - 47539.03,466.10 - 517.50,7947.00 - 11173.19,408.61 - 485.13,46318.89 - 66111.12,12.51 - 28.31
12252934.51 - 18464831.15,40878.28 - 47539.03,466.10 - 517.50,7947.00 - 11173.19,408.61 - 485.13,46318.89 - 66111.12,12.51 - 28.31
12252934.51 - 18464831.15,40878.28 - 47539.03,466.10 - 517.50,7947.00 - 11173.19,408.61 - 485.13,66111.12 - 91019.96,12.51 - 28.31
12252934.51 - 18464831.15,40878.28 - 47539.03,466.10 - 517.50,7947.00 - 11173.19,408.61 - 485.13,66111.12 - 91019.96,28.31 - 47.28
18464831.15 - 25417395.44,40878.28 - 47539.03,466.10 - 517.50,7947.00 - 11173.19,408.61 - 485.13,66111.12 - 91019.96,12.51 - 28.31
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,1042.00 - 3196.96,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,83.89 - 148.16,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
12252934.51 - 18464831.15,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,66111.12 - 91019.96,3.87 - 12.51
18464831.15 - 25417395.44,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,66111.12 - 91019.96,3.87 - 12.51
18464831.15 - 25417395.44,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,66111.12 - 91019.96,3.87 - 12.51
18464831.15 - 25417395.44,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,66111.12 - 91019.96,3.87 - 12.51
18464831.15 - 25417395.44,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,91019.96 - 117492.23,3.87 - 12.51
12252934.51 - 18464831.15,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,91019.96 - 117492.23,3.87 - 12.51
12252934.51 - 18464831.15,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,91019.96 - 117492.23,3.87 - 12.51
12252934.51 - 18464831.15,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,91019.96 - 117492.23,12.51 - 28.31
18464831.15 - 25417395.44,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,91019.96 - 117492.23,12.51 - 28.31
18464831.15 - 25417395.44,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,91019.96 - 117492.23,12.51 - 28.31
18464831.15 - 25417395.44,55588.09 - 63298.13,355.01 - 407.69,14557.61 - 17978.37,218.69 - 308.75,91019.96 - 117492.23,12.51 - 28.31
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,3196.96 - 5377.91,7.00 - 56.82,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,38.21 - 83.89,8292.53 - 16488.92,3.87 - 12.51
12252934.51 - 18464831.15,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,46318.89 - 66111.12,0.00 - 3.87
12252934.51 - 18464831.15,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,46318.89 - 66111.12,0.00 - 3.87
12252934.51 - 18464831.15,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,46318.89 - 66111.12,0.00 - 3.87
18464831.15 - 25417395.44,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,46318.89 - 66111.12,0.00 - 3.87
18464831.15 - 25417395.44,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,46318.89 - 66111.12,3.87 - 12.51
18464831.15 - 25417395.44,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,66111.12 - 91019.96,3.87 - 12.51
18464831.15 - 25417395.44,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,66111.12 - 91019.96,3.87 - 12.51
18464831.15 - 25417395.44,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,66111.12 - 91019.96,3.87 - 12.51
18464831.15 - 25417395.44,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,66111.12 - 91019.96,3.87 - 12.51
18464831.15 - 25417395.44,40878.28 - 47539.03,575.57 - 655.54,7947.00 - 11173.19,308.75 - 408.61,66111.12 - 91019.96,12.51 - 28.31
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,5377.91 - 8752.42,100.27 - 147.04,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,3.87 - 12.51
34389550.85 - 47076139.34,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,175740.15 - 208386.39,28.31 - 47.28
34389550.85 - 47076139.34,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,175740.15 - 208386.39,28.31 - 47.28
47076139.34 - 62674180.04,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,175740.15 - 208386.39,28.31 - 47.28
47076139.34 - 62674180.04,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,175740.15 - 208386.39,28.31 - 47.28
47076139.34 - 62674180.04,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,175740.15 - 208386.39,28.31 - 47.28
47076139.34 - 62674180.04,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,175740.15 - 208386.39,28.31 - 47.28
47076139.34 - 62674180.04,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,175740.15 - 208386.39,28.31 - 47.28
47076139.34 - 62674180.04,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,175740.15 - 208386.39,28.31 - 47.28
34389550.85 - 47076139.34,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,175740.15 - 208386.39,28.31 - 47.28
34389550.85 - 47076139.34,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,175740.15 - 208386.39,28.31 - 47.28
34389550.85 - 47076139.34,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,208386.39 - 248981.24,47.28 - 68.50
34389550.85 - 47076139.34,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,208386.39 - 248981.24,47.28 - 68.50
34389550.85 - 47076139.34,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,208386.39 - 248981.24,47.28 - 68.50
34389550.85 - 47076139.34,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,208386.39 - 248981.24,68.50 - 91.26
47076139.34 - 62674180.04,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,849.45 - 1004.09,208386.39 - 248981.24,68.50 - 91.26
47076139.34 - 62674180.04,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,208386.39 - 248981.24,91.26 - 115.76
62674180.04 - 97910537.38,122348.14 - 155412.44,1055.94 - 1185.00,17978.37 - 26901.08,1004.09 - 1579.20,208386.39 - 248981.24,91.26 - 115.76
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,3196.96 - 5377.91,56.82 - 100.27,174.00 - 1556.31,1.00 - 38.21,1144.00 - 8292.53,0.00 - 3.87
